Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
08358,Elementary Schools (Public),1001 Schoolhouse Rd.,N,Y,Jason Sorich,(408) 224-2191,326201,jsorich@ogsd.net,Primarily Classroom,Ledesma (Rita) Elementary,San Jose
08359,District Community Day Schools,4955 Edenview Dr.,N,Y,Oscar Ortiz,(408) 227-8300,100249,oortiz@ogsd.net,Primarily Classroom,The Academy,San Jose
No Data,Elementary School (Private),500 Shawnee Ln.,N,N,Erik Eastman,No Data,No Data,eeastman@challengerschool.com,No Data,Challenger School - Shawnee,San Jose
No Data,Elementary School (Private),420 Allegan Cir.,N,N,Deborah Hudson,No Data,No Data,Dhudson@mylegacyschool.com,No Data,Legacy Christian School,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Megan Tolway,No Data,No Data,megan@creeksideschool.org,No Data,The Creekside School,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Shanean Tonick,No Data,No Data,centroarmoniast@gmail.com,No Data,Centro Armonia SIS,San Jose
No Data,Elementary School (Private),6670 San Anselmo Way,N,N,Erin Blake,No Data,No Data,sj@stratfordschools.com,No Data,Stratford School San Jose,San Jose
No Data,Elementary School (Private),Information Redacted,N,N,Patrick Brown,No Data,No Data,No Data,No Data,St. Stephen's Episcopal School,San Jose
No Data,Elementary School (Private),5828 Santa Teresa Blvd.,N,N,Debra LaRont,No Data,No Data,schooladm@apostlessj.org,No Data,Apostles Lutheran,San Jose
04460,Elemen Schools In 1 School Dist. (Public),921 Fox Ln.,N,Y,Kristina Zeballos,(408) 944-0397,No Data,kzeballos@orchardsd.org,Not Virtual,Orchard Elementary,San Jose
No Data,K-12 Schools (Private),Information Redacted,N,N,Andrew Roy,No Data,No Data,andy@serialtek.com,No Data,Our Lady of Victory,San Jose
No Data,Elementary School (Private),711 East Gish Rd.,N,N,Tina Nguyen,No Data,No Data,tinguyen@challengerschool.com,No Data,Challenger School - Berryessa,San Jose
No Data,High Schools (Public),12345 El Monte Rd.,Y,Y,Emily Garrison,(650) 849-7960,5003,egarrison@pausd.org,Primarily Classroom,Palo Alto Middle College High,Los Altos Hills
No Data,Continuation High Schools,25 Churchill Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Palo Alto Continuation High,Palo Alto
No Data,Continuation High Schools,4000 Middlefield Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Mayfield Continuation,Palo Alto
No Data,Adult Education Centers,4000 Middlefield Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Cubberly Adult School,Palo Alto
No Data,High Schools (Public),4000 Middlefield Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Cubberley (Ellwood P.) High,Palo Alto
No Data,Adult Education Centers,3435 Alma St.,N,Y,No Data,No Data,No Data,No Data,No Data,Palo Alto Adult Mdt Center,Palo Alto
04587,High Schools (Public),780 Arastradero Rd.,N,Y,Wendy Stratton,(650) 354-8200,No Data,wstratton@pausd.org,Not Virtual,Henry M. Gunn High,Palo Alto
13634,Adult Education Centers,50 Embarcadero Rd.,N,Y,Jim Sherman,No Data,No Data,jsherman@pausd.org,Not Virtual,Palo Alto Adult Education,Palo Alto
04596,High Schools (Public),50 Embarcadero Rd.,N,Y,Brent Kline,No Data,No Data,bkline@pausd.org,Not Virtual,Palo Alto High,Palo Alto
04579,Elementary Schools (Public),650 Addison Ave.,N,Y,Jeffrey Downing,No Data,No Data,jdowning@pausd.org,Not Virtual,Addison Elementary,Palo Alto
04581,Elementary Schools (Public),445 East Charleston Rd.,N,Y,Nikole Manou,No Data,No Data,nmanou@pausd.org,Not Virtual,Herbert Hoover Elementary,Palo Alto
No Data,Elementary Schools (Public),1400 Dana Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Crescent Park Elementary,Palo Alto
No Data,Elementary Schools (Public),3120 Stockton Pl.,N,Y,No Data,No Data,No Data,No Data,No Data,De Anza Elementary,Palo Alto
04583,Elementary Schools (Public),3024 Bryant St.,N,Y,Leonel Argumedo,No Data,No Data,largumedo@pausd.org,Not Virtual,El Carmelo Elementary,Palo Alto
04592,Elementary Schools (Public),950 Amarillo Ave.,N,Y,Elsa Chen,No Data,No Data,echen@pausd.org,Not Virtual,Ohlone Elementary,Palo Alto
04584,Elementary Schools (Public),890 Escondido Rd.,N,Y,Leslie Crane,No Data,No Data,lcrane@pausd.org,Not Virtual,Escondido Elementary,Stanford
04585,Elementary Schools (Public),500 East Meadow Dr.,N,Y,Iris Wong,No Data,No Data,iwong@pausd.org,Not Virtual,Fairmeadow Elementary,Palo Alto
No Data,Elementary Schools (Public),26800 Ortega Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Fremont Hills Elementary,Los Altos Hills
No Data,Elementary Schools (Public),950 Amarillo,N,Y,No Data,No Data,No Data,No Data,No Data,Garland Elementary,Palo Alto
04586,Elementary Schools (Public),705 Alester Ave.,N,Y,Brittany Gardner,No Data,No Data,bgardner@pausd.org,Not Virtual,Duveneck Elementary,Palo Alto
07797,Elementary Schools (Public),4120 Middlefield Rd.,N,Y,Nikole Manou,No Data,No Data,nmanou@pausd.org,Not Virtual,Greendell,Palo Alto
No Data,Elementary Schools (Public),2850 Middlefield Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Hoover (Herbert) Elementary,Palo Alto
04591,Elementary Schools (Public),4100 Orme St.,N,Y,Kathryn Bimpson,No Data,No Data,kbimpson@pausd.org,Not Virtual,Juana Briones Elementary,Palo Alto
No Data,Elementary Schools (Public),950 Amarillo Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Ohlone Elementary,Palo Alto
No Data,Elementary Schools (Public),830 E. Meadow Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Ortega Elementary,Palo Alto
04597,Elementary Schools (Public),3450 Louis Rd.,N,Y,Annora Lee,No Data,No Data,alee@pausd.org,Not Virtual,Palo Verde Elementary,Palo Alto
No Data,Elementary Schools (Public),3530 Ross Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Ross Road Elem.,Standford
07813,K-12 Schools (Public),725 Welch Rd.,N,Y,Herbert Espiritu,No Data,No Data,hespiritu@pausd.org,Not Virtual,Packard Children's Hospital/Stanford,Palo Alto
No Data,Elementary Schools (Public),Santa Ynez and Mayfield,N,Y,No Data,No Data,No Data,No Data,No Data,Stanford Elementary,Standford
No Data,Elementary Schools (Public),3990 Ventura Ct.,N,Y,No Data,No Data,No Data,No Data,No Data,Ventura Elementary,Palo Alto
04588,Elementary Schools (Public),1525 Middlefield Rd.,N,Y,Mary Bussmann,No Data,No Data,mbussmann@pausd.org,Not Virtual,Walter Hays Elementary,Palo Alto
10323,Intermediate/Middle Schools (Public),750 North California Ave.,N,Y,Sebastian Benavidez,No Data,No Data,sbenavidez@pausd.org,Not Virtual,Frank S. Greene Jr. Middle,Palo Alto
No Data,Intermediate/Middle Schools (Public),655 Arastradero Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Terman (Lewis M.) Middle,Palo Alto
04598,Intermediate/Middle Schools (Public),480 East Meadow Dr.,N,Y,Chris Grierson,No Data,No Data,cgrierson@pausd.org,Not Virtual,Jane Lathrop Stanford Middle,Palo Alto
04594,Elementary Schools (Public),1711 Stanford Ave.,N,Y,Amy Sheward,No Data,No Data,asheward@pausd.org,Not Virtual,Lucille M. Nixon Elementary,Stanford
No Data,Special Education Schools (Public),638 Maybelle Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Briones (Juana) Elementary-Ort,Palo Alto
No Data,Special Education Schools (Public),500 E. Meadow Dr.,N,Y,No Data,No Data,No Data,No Data,No Data,Jackson (Ruth Montgomery) Hear,Palo Alto
07802,Elementary Schools (Public),800 Barron Ave.,N,Y,Judy Argumedo,No Data,No Data,jargumedo@pausd.org,Not Virtual,Barron Park Elementary,Palo Alto
10410,Intermediate/Middle Schools (Public),870 North California Ave.,N,Y,Larry Thomas,(660) 354-1402,No Data,lthomas@pausd.palo-alto.ca.us,No Data,Terman Middle,Palo Alto
11454,Intermediate/Middle Schools (Public),655 Arastradero Rd.,N,Y,Melissa Howell,No Data,No Data,mhowell@pausd.org,Not Virtual,Ellen Fletcher Middle,Palo Alto
No Data,Elementary School (Private),870 North California Ave.,N,N,Sheila Pereira,No Data,No Data,pa@stratfordschools.com,No Data,Stratford School,Palo Alto
No Data,High Schools (Private),Information Redacted,N,N,Martha Ridgway,No Data,No Data,No Data,No Data,Bear Hollow School,Palo Alto
No Data,Elementary School (Private),597 Central Ave.,N,N,Hyonchu Bicoy,No Data,No Data,hyonchu.bicoy@heliosschool.org,No Data,Helios School,Sunnyvale
No Data,Kindergartens (Private),457 College Ave.,N,N,Roshan Amerasinghe,No Data,No Data,roshan_a@casadeibambini.net,No Data,Casa dei Bambini School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Rob Regan,No Data,No Data,No Data,No Data,Wellspring International School,Palo Alto
No Data,Elementary School (Private),2890 Middlefield Rd.,N,N,Heather Rogers,No Data,No Data,hrogers@keysschool.org,No Data,Keys Family Day School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Heather Rogers,No Data,No Data,hrogers@keysschool.org,No Data,Keys Family Day School,Palo Alto
No Data,Kindergartens (Private),Information Redacted,N,N,Helen Wong,No Data,No Data,No Data,No Data,Cornerstone Chinese Immersion School,Palo Alto
No Data,Elementary School (Private),1295 Middlefield Rd.,N,N,Theodore Timpson,No Data,No Data,be@truschool.org,No Data,Tru,Palo Alto
No Data,Elementary School (Private),525 San Antonio Ave.,N,N,Joanne Mutch,No Data,No Data,jo@athenaacademy.org,No Data,Athena Academy,Palo Alto
No Data,Kindergartens (Private),Information Redacted,N,N,I-Hsiang (David) Huang,No Data,No Data,davidhuang@svintl.org,No Data,Silicon Valley International School,Palo Alto
No Data,High Schools (Private),Information Redacted,N,N,Meira Academy,No Data,No Data,dlewis@meiraacademy.org,No Data,Meira Academy,Palo Alto
No Data,Kindergartens (Private),4243 Manuela Ave,N,N,Helen Wong,No Data,No Data,wong.helen988@gmail.com,No Data,Cornerstone,Palo Alto
No Data,K-12 Schools (Private),"2191 E. Bayshore Rd., Ste. 100",N,N,Kai Marks,No Data,No Data,kmarks@fusionacademy.com,No Data,Fusion Academy Palo Alto,Palo Alto
No Data,Elementary School (Private),4050 Middlefield Rd.,N,N,Christopher Bezsylko,No Data,No Data,chris@imagination-school.org,No Data,Imagination Lab School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Chris Bezsylko,No Data,No Data,chris.bezsylko@altschool.com,No Data,"AltSchool, PBC",Palo Alto
No Data,Elementary School (Private),650 Clark Way,N,N,Miki Walker,No Data,No Data,mwalker@sandhillschool.org,No Data,Sand Hill School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Wieneke van Sonderen,No Data,No Data,wvansonderen@guidepostmontessori.com,No Data,Guidepost Montessori at Palo Alto,Palo Alto
No Data,High Schools (Private),2635 Park Blvd,N,N,Freedom Cheteni,No Data,No Data,freedom@thevrschool.org,No Data,The VR School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Jenny Dixon,No Data,No Data,jenny.dixon05@gmail.com,No Data,Dixon Academy,Palo Alto
No Data,High Schools (Private),4102 El Camino Real,N,N,Dov Dukhovny,No Data,No Data,dov@theshalemschool.org,No Data,Shalem,Palo Alto
No Data,Elementary School (Private),1985 Louis Rd.,N,N,Helen Wong,No Data,No Data,wong.helen988@gmail.com,No Data,Cornerstone,Palo Alto
No Data,Elementary School (Private),3233 Cowper St.,N,N,Kim Dow,No Data,No Data,businessoffice@khanlabschool.org,No Data,Khan Lab School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Sara Berge,No Data,No Data,sberge@west10.com,No Data,BBS,Information Redacted
No Data,Elementary School (Private),2800 West Bayshore Rd.,N,N,Chuck Bernstein,No Data,No Data,cbernstein@headsup.org,No Data,Emerson Montessori School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Yosef Levin,No Data,No Data,rabbilevin@chabadgsb.com,No Data,Torah Academy,Palo Alto
No Data,High Schools (Private),3900 Fabian Way,N,N,Daisy Pellant,No Data,No Data,daisy@kehillah.org,No Data,Kehillah Jewish High School,Palo Alto
No Data,K-12 Schools (Private),1310 Bryant St.,N,N,Kathleen Layendecker,No Data,No Data,klayendecker@castilleja.org,No Data,Castilleja School,Palo Alto
No Data,K-12 Schools (Private),650 Clark Way,N,N,Jody Miller,No Data,No Data,jmiller@chconline.org,No Data,Esther B. Clark School Palo Alto,Palo Alto
No Data,Ungraded Schools (Private),3860 Middlefield Rd.,N,N,Thomas Drechsler,(650) 494-1200,121,tdrechsler@achievekids.org,No Data,"Achieve, Inc.",Palo Alto
No Data,Elementary School (Private),1095 Channing Ave.,N,N,Elizabeth Watters,No Data,No Data,elizabeth.watters@dsj.org,No Data,St. Elizabeth Seton,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,Courtney Laird,No Data,No Data,No Data,No Data,Keys School,Palo Alto
No Data,K-12 Schools (Private),26800 Fremont Rd.,N,N,Scott Riches,No Data,No Data,sriches@pinewood.edu,No Data,Pinewood Private–Upper Campus,Los Altos Hills
No Data,K-12 Schools (Private),2462 Wyandotte St.,N,N,Dylan Rich,No Data,No Data,dylan@paloaltoprep.com,No Data,Palo Alto Preparatory School,Mountain View
No Data,Elementary School (Private),450 San Antonio Rd.,N,N,Carol Piraino,No Data,No Data,cpiraino@hausnerschool.org,No Data,Gideon Hausner Jewish Day School,Palo Alto
No Data,Elementary School (Private),151  Laura Ln,N,N,Barbara Greiner,No Data,No Data,amykwong@svintl.org,No Data,Silicon Valley International School,Palo Alto
No Data,Kindergartens (Private),Information Redacted,N,N,Charles Bernstein,No Data,No Data,cbernstein@headsup.org,No Data,Emerson Montessori,Palo Alto
No Data,K-12 Schools (Private),456 College Ave.,N,N,Gary McSweeney,No Data,No Data,gary@livingwisdomschool.org,No Data,Living Wisdom School of Palo Alto,Palo Alto
No Data,Elementary School (Private),4000 Terman Dr.,N,N,Mary Beth Ricks,No Data,No Data,head@bowmanschool.org,No Data,Bowman School,Palo Alto
No Data,Elementary School (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,OAK CANYON,PALO ALTO
No Data,Elementary School (Private),3400 W. Bayshore,N,N,Christine Fairless,No Data,No Data,cfairless@girlsms.org,No Data,The Girls' Middle School,Palo Alto
No Data,Elementary School (Private),3880 Middlefield Rd.,N,N,Rita Outhabong,No Data,No Data,routhabong@challengerschool.com,No Data,Challenger School - Middlefield,Palo Alto
No Data,K-12 Schools (Private),Information Redacted,N,N,No Data,No Data,No Data,No Data,No Data,BEAR HOLLOW,PALO ALTO
No Data,Elementary School (Private),2525 East Bayshore Rd.,N,N,Sharon Siu,No Data,No Data,sharon@hopetech.org,No Data,Hope Technology,Palo Alto
No Data,Preschool,4120 Middlefield Rd.,N,Y,No Data,No Data,No Data,No Data,No Data,Greendell State Preschool,Palo Alto
No Data,Adult Education Centers,No Data,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Evening Junior Colleg,No Data
11455,Continuation High Schools,1999 Olive St.,N,Y,Cecilia Molina,(408) 535-6539,No Data,cmolina@sjusd.org,Not Virtual,Lincoln Plus High,San Jose
No Data,K-12 Schools (Private),Information Redacted,N,N,Patricia Gibson,(925) 360-2624,No Data,mcoronado@spectrumcenter.org,No Data,Spectrum Center - Randol Campus,San Jose
13738,Intermediate/Middle Schools (Public),1402 Monterey Hwy.,N,Y,Linda Diaz-Sepulveda,(408) 271-8120,117,ldiaz-sepulveda@dcp.org,Primarily Classroom,Downtown College Preparatory Middle,San Jose
13852,Intermediate/Middle Schools (Public),1155 East Julian St.,N,Y,Kennedy Hilario,(714) 728-2237,No Data,khilario@acecharter.org,Primarily Classroom,ACE Inspire Academy,San Jose
05716,High Schools (Public),620 Gaundabert Ln.,N,Y,Anisha Dalal,(408) 535-6340,No Data,adalal@sjusd.org,Primarily Classroom,Gunderson High,San Jose
No Data,Alternative Schools of Choice,1605 Park Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Unified Alternative Education,San Jose
01503,Continuation High Schools,2105 Forest Ave.,N,Y,Cecilia Molina,(408) 535-6187,No Data,cmolina@sjusd.org,Not Virtual,Community Career Academy (Continuation),San Jose
01508,Continuation High Schools,622 Gaundabert Ln.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Not Virtual,Gunderson Plus (Continuation),San Jose
01509,Continuation High Schools,2001 Cottle Ave.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Not Virtual,Willow Glen Plus (Continuation),San Jose
01517,Continuation High Schools,1290 Blossom Hill Rd.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Not Virtual,Pioneer Plus (Continuation),San Jose
02794,Continuation High Schools,6677 Camden Ave.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Not Virtual,Leland Plus (Continuation),San Jose
02795,Continuation High Schools,275 North 24th St.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Not Virtual,San Jose High Academy Plus,San Jose
06645,Alternative Schools of Choice,4849 Pearl Ave.,N,Y,Mary Ann Sy,No Data,No Data,msy@sjusd.org,Primarily Classroom,Liberty Alternative,San Jose
07428,District Community Day Schools,706 West Julian St.,N,Y,Jesse Rizzo,No Data,No Data,No Data,No Data,Crossroads Community Day,San Jose
08632,High Schools (Public),1402 Monterey Hwy.,N,Y,Jordan Apgar,(408) 271-1730,No Data,japgar@dcp.org,Primarily Classroom,Downtown College Preparatory,San Jose
08633,High Schools (Public),2100 Moorpark Ave.,N,Y,Cecilia Molina,No Data,No Data,cmolina@sjusd.org,Primarily Classroom,Middle College High,San Jose
10667,District Community Day Schools,1155 East Julian St.,N,Y,Rosa Nieto,No Data,No Data,rosa_nieto@sjusd.org,Not Virtual,San Jose Community High,San Jose
No Data,Adult Education Centers,No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Campbell Evening High School,No Data
05709,Continuation High Schools,4825 Speak Ln.,N,Y,Jesus Radillo,(408) 535-6285,No Data,jradillo@sjusd.org,Primarily Classroom,Broadway High,San Jose
No Data,High Schools (Public),1457 Keoncrest Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Mdta Center,San Jose
No Data,High Schools (Public),No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Walter L. Bachrodt High,No Data
05725,High Schools (Public),6677 Camden Ave.,N,Y,Harveen Bal,(408) 535-6290,No Data,hbal@sjusd.org,Primarily Classroom,Leland High,San Jose
05696,High Schools (Public),555 Dana Ave.,N,Y,Joe Heffernan,No Data,No Data,jheffernan@sjusd.org,Primarily Classroom,Abraham Lincoln High,San Jose
13561,Adult Education Centers,760 Hillsdale Ave.,N,Y,Peter Mac Donald,(408) 723-4259,No Data,pmdonald@metroed.net,Primarily Classroom,Silicon Valley Adult Education Program,San Jose
05732,High Schools (Public),1290 Blossom Hill Rd.,N,Y,Brad Craycroft,(408) 535-6310,No Data,bcraycroft@sjusd.org,Primarily Classroom,Pioneer High,San Jose
No Data,Adult Education Centers,No Data,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Evening High,No Data
No Data,ROC/ROP,760 Hillsdale Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Regional Vocational C,San Jose
05736,High Schools (Public),275 North 24th St.,N,Y,Jeannette Harding,(408) 535-6320,No Data,jharding@sjusd.org,Primarily Classroom,San Jose High,San Jose
No Data,High Schools (Public),760 Hillsdale Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,San Jose Vocational Center,San Jose
05746,High Schools (Public),2001 Cottle Ave.,N,Y,Amy Hanna,(408) 535-6330,No Data,ahanna@sjusd.org,Primarily Classroom,Willow Glen High,San Jose
No Data,Adult Education Centers,No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Wilson-Woodrow-Evening High Sc,No Data
